company_name|ein|annual_average_employees_2020|annual_average_employees_2021|annual_average_employees_2022|annual_average_employees_2023|annual_average_employees_2024|total_hours_worked_2020|total_hours_worked_2021|total_hours_worked_2022|total_hours_worked_2023|total_hours_worked_2024|pitchbook_list_website|pitchbook_list_company_name|top100_company_name|nrca_list_company_name|affinity_organizations_20250915_141926_company_name|osha_company_name|stripped_company_name
Roofing Services Unlimited|481086144|43|0|0|0|0|61767|0|0|0|0||||||Roofing Services Unlimited|roofing services unlimited
Roofing Solutions, LLC|200737604|0|0|0|0|81|0|0|0|0|168480|www.roofingsolutionstn.com|Roofing Solutions.||Roofing Systems Inc.||Roofing Solutions, LLC|roofing
Roofing Standards, Inc.|201167661|90|90|90|95|0|180000|180000|180000|187200|0||||||Roofing Standards, Inc.|roofing standards
Roofing Unlimited & Sheet Metal, Inc.||33|35|35|35|40|67792|62220|62350|63517|76240||||||Roofing Unlimited & Sheet Metal, Inc.|roofing unlimited & sheet metal
Roofing by Curry|650478749|156|0|175|0|0|2776|0|364000|0|0|roofingbycurry.com|Roofing by Curry||Roofing by Curry||Roofing by Curry|roofing by curry
RoofingSource|363620654|0|0|0|0|134|0|0|0|0|296914||||RoofingSource||RoofingSource|roofingsource
Rooflynx LLC|850681649|0|0|0|13|18|0|0|0|30550|42550||||RoofLynx||Rooflynx LLC|rooflynx
Roofmaster of South Florida, inc.|650867453|0|0|0|24|0|0|0|0|24006|0||||||Roofmaster of South Florida, inc.|roofmaster of south florida
Roofmasters Roofing & Sheet Metal|481148084|66|51|42|42|45|121537|102810|85179|105421|91123||||||Roofmasters Roofing & Sheet Metal|roofmasters roofing & sheet metal
Roofs Restored|813432626|0|0|0|21|0|0|0|0|31287|0||||||Roofs Restored|roofs restored
Roofs, Inc.|362874756|20|21|17|16|13|39386|42000|29630|28546|20265||||Roofs Inc.||Roofs, Inc.|roofs
Roofsmith Restoration|272905721|0|0|0|70|0|0|0|0|834324|0||||||Roofsmith Restoration|roofsmith restoration
Rosedale Roofing Company, Inc.|520998967|175|122|131|127|133|388704|334136|302025|315177|310935||||||Rosedale Roofing Company, Inc.|rosedale roofing
Rosenquist Construction|411725965|25|20|22|25|21|32826|28609|35256|39651|36674||||Rosenquist Construction Inc.||Rosenquist Construction|rosenquist
Rosscrete Roofing, Inc.|330740595|21|18|18|22|20|24449|21902|19572|20527|20861||||||Rosscrete Roofing, Inc.|rosscrete roofing
Royal Roofing|261587824|0|0|0|28|0|0|0|0|46911|0||||Royal Roofing Inc.||Royal Roofing|royal roofing
Royal-West Roofing & Sheet Metal||19|0|20|18|15|22480|0|30567|25481|23996||||||Royal-West Roofing & Sheet Metal|royal-west roofing & sheet metal
Royalty Companies of Indiana, Inc.|261272446|0|120|0|0|0|0|329194|0|0|0||||||Royalty Companies of Indiana, Inc.|royalty companies of indiana
Royalty Roofing, Inc.|933047998|0|0|0|0|197|0|0|0|0|540627|www.royaltyroofing.com|Royalty Roofing||Royalty Roofing Co. Inc.||Royalty Roofing, Inc.|royalty roofing
Russ Noyes Roofing Inc|201516607|22|15|25|21|15|29333|38540|70000|950|31253||||||Russ Noyes Roofing Inc|russ noyes roofing
Russell Roofing Inc.|232680214|35|37|37|35|32|65489|57845|59815|67090|67157||||Russell Roofing Co. Inc.||Russell Roofing Inc.|russell roofing
Rutter Roofing LLC|272115410|29|0|0|0|0|60320|0|0|0|0||||Rutter Roofing||Rutter Roofing LLC|rutter roofing
S&L Roofing and Sheetmetal Inc|141817291|28|36|35|35|27|40855|32784|32198|37042|33984||||||S&L Roofing and Sheetmetal Inc|s & l roofing & sheetmetal
S.G.O. Roofing & Construction, LLC|411990384|11|20|15|15|15|10270|20025|15027|21923|14716||||||S.G.O. Roofing & Construction, LLC|s.g.o. roofing
SALTY ROOFING AND SHEET METAL INC|920289744|0|0|2|68|46|0|0|145|146462|78886||||||SALTY ROOFING AND SHEET METAL INC|salty roofing & sheet metal
SC SHEET METAL, INC.|201915440|0|37|35|31|0|0|74188|50871|60298|0||||||SC SHEET METAL, INC.|sc sheet metal
SC Signature Roofing|461569742|35|0|0|0|0|72800|0|0|0|0||||||SC Signature Roofing|sc signature roofing
SEC Roofing & Construction Group, LLC|844422170|0|25|0|0|0|0|16803|0|0|0||||||SEC Roofing & Construction Group, LLC|sec roofing
SECURE ROOFING INC|823490181|0|0|0|120|0|0|0|0|30650|0||||||SECURE ROOFING INC|secure roofing
SEVELEN, INC.|760386934|32|33|28|35|39|58651|64241|66762|81496|81374||||||SEVELEN, INC.|sevelen
SGK Enterprises Inc.|301209237|70|99|108|130|124|107047|160330|271440|245332|235679||||||SGK Enterprises Inc.|sgk
SHELTER ROOFING & SOLAR CONSTRUCTION|811086590|18|21|28|0|0|25158|28077|41191|0|0||||||SHELTER ROOFING & SOLAR CONSTRUCTION|shelter roofing & solar
SHON BOSWELL CONTRACTING SERVICES, LLC|873864083|0|0|0|28|0|0|0|0|39508|0||||||SHON BOSWELL CONTRACTING SERVICES, LLC|shon boswell contracting
SJT Orlando LLC|862435521|0|0|34|0|20|0|0|72721|0|41600||||||SJT Orlando LLC|sjt orlando
SM ROOFING, INC.|455596964|14|0|0|0|0|18506|0|0|0|0||||||SM ROOFING, INC.|sm roofing
SOUTHERN COATINGS, INC.|591205069|0|39|32|80|38|0|58769|53380|142652|62110||||||SOUTHERN COATINGS, INC.|southern coatings
SQI, INC.|910880444|0|0|31|33|28|0|0|55141|62827|50365||||SQI Inc. (SQI Commercial Roofing and Sheet Metal)||SQI, INC.|sqi
SRC ROOFING, INC.|43007194|25|0|22|24|0|50363|0|46464|55071|0||||||SRC ROOFING, INC.|src roofing
SRS ROOFING AND SHEET METAL, INC.|203056563|45|41|42|49|0|74606|58232|72420|82447|0||||SRS Roofing & Sheet Metal Inc.||SRS ROOFING AND SHEET METAL, INC.|srs roofing & sheet metal
SRSM||0|162|0|0|0|0|238160|0|0|0||||||SRSM|srsm
STERLING CONSTRUCTION CONTRACTORS LLC|813262093|0|0|87|0|84|0|0|116100|0|140479|||||Sterling Capital Management|STERLING CONSTRUCTION CONTRACTORS LLC|sterling
STP PERFORMANCE COATING|261856776|0|0|48|135|0|0|0|84477|205815|0||||||STP PERFORMANCE COATING|stp performance coating
STRAIGHT EDGE ROOFING INC.|475353491|0|0|18|46|27|0|0|30880|82424|45100||||||STRAIGHT EDGE ROOFING INC.|straight edge roofing
STRATUS CONSTRUCTION  ROOFING, LLC|474208903|0|59|42|58|30|0|50062|74110|114124|54174||||||STRATUS CONSTRUCTION  ROOFING, LLC|stratus construction roofing
SUNERGY SOLAR LLC|203677363|23|73|145|374|0|46468|155400|312373|745360|0||||||SUNERGY SOLAR LLC|sunergy solar
SUPERIOR ONE ROOFING, INC.|830562852|11|26|31|86|45|21585|45812|46644|117858|57678||||||SUPERIOR ONE ROOFING, INC.|superior one roofing
SVR, INC.|453715993|0|0|0|24|19|0|0|0|37052|20654||||||SVR, INC.|svr
SWF ROOFING, INC.|812735420|20|0|0|0|0|32015|0|0|0|0||||||SWF ROOFING, INC.|swf roofing
SaintRaphael Roofing|830459072|0|0|78|50|0|0|0|215764|75192|0||||||SaintRaphael Roofing|saintraphael roofing
Salomon Construction & Roofing Corp|651054136|0|0|27|32|32|0|0|49351|62383|61125||||||Salomon Construction & Roofing Corp|salomon construction & roofing
Salvo Architectural Roofing Contractors|453699589|0|0|0|0|32|0|0|0|0|71543||||||Salvo Architectural Roofing Contractors|salvo architectural roofing
Same|752578902|53|54|55|58|0|99143|116904|93837|115797|0||||||Same|same
San Carlos Roofing|200469791|25|27|28|35|25|39025|35642|32793|62452|23312||||||San Carlos Roofing|san carlos roofing
Scalo Inc.|232885490|30|32|32|33|38|60466|64657|67789|69775|67752||||Scalo Incorporated||Scalo Inc.|scalo
Scalo Solar|273676425|16|2|5|7|9|20009|5154|8161|17623|15617||||||Scalo Solar|scalo solar
Schefers Roofing Co.|431715763|0|0|0|0|77|0|0|0|0|150465||||Schefers Roofing Co.||Schefers Roofing Co.|schefers roofing
Schena Roofing|381895735|0|0|0|130|113|0|0|0|233103|218175||||||Schena Roofing|schena roofing
Schick Roofing, LLC|274076888|0|0|0|14|14|0|0|0|25677|24423||||||Schick Roofing, LLC|schick roofing
Scholten Roofing, Inc|910890646|0|20|45|25|0|0|32995|38256|31719|0||||Scholten Roofing Inc.||Scholten Roofing, Inc|scholten roofing
Schrader Roofing Company of Lubbock|844226779|23|24|30|30|42|49165|62964|68797|79547|99380||||||Schrader Roofing Company of Lubbock|schrader roofing company of lubbock
Schrader Roofing Inc.|752490574|0|22|0|0|0|0|26410|0|0|0||||Schrader Roofing Inc.||Schrader Roofing Inc.|schrader roofing
Schreiber Corporation|381654067|117|132|155|182|171|222612|243226|294228|404487|364674||||||Schreiber Corporation|schreiber
Schulte Roofing|810555670|26|25|26|27|27|55695|56240|51135|54553|57499||||Schulte Roofing Inc.||Schulte Roofing|schulte roofing
Schultheis Roofing|251653339|40|0|45|50|45|68062|0|97936|91310|80306||||Schultheis Roofing Inc.||Schultheis Roofing|schultheis roofing
Schwickert's Tecta America||275|0|243|215|0|460208|0|442433|428169|0||||||Schwickert's Tecta America|schwickert's tecta america
Schwickerts Tecta America|411362395|0|0|0|0|186|0|0|0|0|404007||||||Schwickerts Tecta America|schwickerts tecta america
Scott Enterprises, Inc.|161467920|32|23|23|20|20|30000|46734|47000|34676|42607||||Scott Enterprises Inc.||Scott Enterprises, Inc.|scott
Scott Roofing Company|860492261|52|0|55|50|44|108160|0|114400|104000|91520||||||Scott Roofing Company|scott roofing
Scott Smith Roofing Inc|592777971|30|23|22|21|21|32379|32267|35637|46967|39955||||||Scott Smith Roofing Inc|scott smith roofing
Scott's Roofing Inc|453540373|0|24|23|23|0|0|36402|36437|11154|0|www.scottsroofingcolorado.com|Scott's Roofing (Roofing service)||||Scott's Roofing Inc|scott's roofing
Scudder Roofing Co.|942906312|0|0|83|0|0|0|0|118334|0|0||||Scudder Roofing Co.||Scudder Roofing Co.|scudder roofing
Sechrist-Hall Company|741339981|25|19|18|20|0|49217|40054|37215|45843|0||||||Sechrist-Hall Company|sechrist-hall
Security-Luebke Roofing Inc.||113|0|0|0|0|293800|0|0|0|0||||Security-Luebke Roofing, Inc.||Security-Luebke Roofing Inc.|security-luebke roofing
Select or enter|464760683|0|132|0|0|0|0|260258|0|0|0||||||Select or enter|select or enter
Semper Fi Roofing INC|743145840|0|35|0|0|0|0|72800|0|0|0||||||Semper Fi Roofing INC|semper fi roofing
Sentry Roofing, Inc.||34|0|0|0|0|50518|0|0|0|0||||Sentry Roofing Inc.||Sentry Roofing, Inc.|sentry roofing
Service Roofing Company|420895028|25|24|24|21|23|25404|32063|32349|26405|32158||||Service Roofing Co.||Service Roofing Company|service roofing
Service Roofing and Sheet Metal|562247976|0|0|0|34|30|0|0|0|60447|58305||||Service Roofing & Sheet Metal Company||Service Roofing and Sheet Metal|service roofing & sheet metal
Service Works Commerical Roofing LLC|223917952|0|70|78|22|29|0|131541|176838|65259|54770||||||Service Works Commerical Roofing LLC|service works commerical roofing
Service Works of Fort Lauderdale LLC|205298280|0|25|28|0|0|0|67893|66965|0|0||||||Service Works of Fort Lauderdale LLC|service works of fort lauderdale
Shaffer Building Services Inc|161606881|25|25|20|21|0|35201|36442|33515|35956|0||||||Shaffer Building Services Inc|shaffer building
Shanco Companies LLC|743062023|0|0|4|6|5|0|0|7320|9400|11757||||||Shanco Companies LLC|shanco companies
Shay Roofing INC.|371298422|58|57|57|65|65|87682|78690|81258|109962|99555||||Shay Roofing Inc.||Shay Roofing INC.|shay roofing
Shea Enterprises, Inc|232407403|0|24|17|0|0|0|24852|27611|0|0|||||Shea & Company|Shea Enterprises, Inc|shea
Sherriff-Goslin Company||160|150|150|150|157|150754|161000|211023|277333|233409||||Sherriff-Goslin Co.||Sherriff-Goslin Company|sherriff-goslin
Shewski Roofing Inc.|650944192|25|0|0|0|0|46689|0|0|0|0||||||Shewski Roofing Inc.|shewski roofing
Showalter Roofing Services, Inc.|363132849|0|44|48|0|23|0|86553|80891|0|43541||||Showalter Roofing Services||Showalter Roofing Services, Inc.|showalter roofing
Sibley Inc|340897897|0|0|25|0|0|0|0|42070|0|0||||Sibley Inc.||Sibley Inc|sibley
Sierra Roofing and Solar|571143041|0|0|46|49|52|0|0|92000|98900|102900||||||Sierra Roofing and Solar|sierra roofing & solar
Sierra Single Ply, Inc.||0|0|0|30|40|0|0|0|69382|85424||||Sierra Single Ply Inc.||Sierra Single Ply, Inc.|sierra single ply
Signature Roofing|461233456|83|0|0|0|0|151628|0|0|0|0|signature-roofing.com|Signature Roofing||||Signature Roofing|signature roofing
Sika Corporation|221594831|73|69|70|60|29|141069|126291|114917|95542|60130|||||Sika|Sika Corporation|sika
Silicone Distributors, Inc.|670257993|0|0|0|0|30|0|0|0|0|37393||||||Silicone Distributors, Inc.|silicone distributors
Silktown Roofing, Inc.|61350674|0|0|150|140|0|0|0|288177|282521|0||||Silktown Roofing Inc.||Silktown Roofing, Inc.|silktown roofing
Silvers Systems Inc|591852359|31|0|0|0|0|38561|0|0|0|0||||||Silvers Systems Inc|silvers
Simon Roofing||0|2|1|0|0|0|4047|2039|0|0|simonroofing.com|Simon Roofing||||Simon Roofing|simon roofing
Simon Roofing and Sheet Metal|341430114|15|19|2|685|526|20414|28994|3455|1366022|1095012||||Simon Roofing & Sheet Metal Corp.||Simon Roofing and Sheet Metal|simon roofing & sheet metal
Simpson Unlimited Inc.|541771632|121|109|163|203|181|286817|255050|344125|423315|344595||||Simpson Unlimited, Inc.||Simpson Unlimited Inc.|simpson unlimited
Sky Light Roofing, Inc|451283839|20|0|90|41|44|41600|0|18000|66936|90021||||||Sky Light Roofing, Inc|sky light roofing
Skyfall Exteriors LLC|832528263|0|0|10|20|0|0|0|20000|41600|0||||||Skyfall Exteriors LLC|skyfall exteriors
Skylight Specialists, Inc|841277281|47|36|0|0|0|82231|81181|0|0|0||||||Skylight Specialists, Inc|skylight specialists
Skyline Roofing|842129081|33|35|0|18|36|22342|28101|0|24639|25782|www.skylineroofingpartners.com|Skyline Roofing Partners||Skyline Roofing Services LLC||Skyline Roofing|skyline roofing
Skyline Roofing FLA LLC|834330982|6|4|0|0|0|675|1067|0|0|0||||||Skyline Roofing FLA LLC|skyline roofing fla
Skyline Roofing Houston||100|43|0|0|0|59549|21392|0|0|0||||||Skyline Roofing Houston|skyline roofing houston
Skyline Roofing NC LLC|834228081|32|23|0|10|0|4890|6040|0|10827|0||||||Skyline Roofing NC LLC|skyline roofing nc
Skywalker Roofing LLC|922563752|0|0|0|0|36|0|0|0|0|72031||||||Skywalker Roofing LLC|skywalker roofing
Skyway Roofing, Inc.|141763964|37|35|37|37|46|74740|72800|76960|65929|73897||||Skyway Roofing Inc.||Skyway Roofing, Inc.|skyway roofing
Slippery Rock CRCI|462002179|17|20|0|0|0|20524|25335|0|0|0||||||Slippery Rock CRCI|slippery rock crci
Smart Choice Roofing LLC|320630309|0|0|3|2|0|0|0|3422|1885|0||||||Smart Choice Roofing LLC|smart choice roofing
Smart Roofing, Inc.|363902208|12|0|0|0|12|11000|0|0|0|11000||||Smart Roofing Inc.||Smart Roofing, Inc.|smart roofing
Snyder Roofing and Sheet Metal, LLC.|911676752, 911976752|0|0|255|0|0|0|0|525509|0|0||||Snyder Roofing and Sheet Metal, Inc.||Snyder Roofing and Sheet Metal, LLC.|snyder roofing & sheet metal
Snyder Roofing of Oregon|931270887|0|0|1761|108|111|0|0|191777|225771|229244||||||Snyder Roofing of Oregon|snyder roofing of oregon
Solar Energy Solutions|204967967|0|0|46|70|68|0|0|82228|138059|170046||||||Solar Energy Solutions|solar energy
Solar Integrated Roofing Corporation|953785403|0|90|0|0|0|0|138666|0|0|0||||||Solar Integrated Roofing Corporation|solar integrated roofing
Solar Sun LLC|833187220|39|23|0|0|0|80052|35269|0|0|0||||||Solar Sun LLC|solar sun
Solarjuice American, Inc.|842673650|0|313|374|0|0|0|642400|358220|0|0||||||Solarjuice American, Inc.|solarjuice american
Solutions General Contractors Inc|465318778|0|0|0|0|70|0|0|0|0|47167||||||Solutions General Contractors Inc|solutions general
SonRay Construction||55|0|0|0|0|121480|0|0|0|0||||||SonRay Construction|sonray
SonRay Solar, Inc.|263838351|0|0|210|0|147|0|0|361489|0|266581||||||SonRay Solar, Inc.|sonray solar
South Central Roofing, Inc.|352087207|17|17|0|19|18|31062|34003|0|32379|32589||||South Central Roofing Inc.||South Central Roofing, Inc.|south central roofing
South Peak Holdings, LLC|811624515|0|0|48|39|43|0|0|42783|47609|50029||||||South Peak Holdings, LLC|south peak
Southeast Roofing Solutions|270863598|73|77|23|0|23|175973|160549|17694|0|23905||||Southeast Roofing Solutions Inc.||Southeast Roofing Solutions|southeast roofing
Southeastern Roofing Company|281144637|0|50|0|0|0|0|542|0|0|0|www.southeasternroofing.com|Southeastern Roofing||||Southeastern Roofing Company|southeastern roofing
Southern Best Roofing Solutions|874100274|0|0|0|9|0|0|0|0|75000|0||||||Southern Best Roofing Solutions|southern best roofing
Southern Coast Enterprises, Inc.|650417787|48|52|0|51|60|102129|119709|0|106493|129560||||||Southern Coast Enterprises, Inc.|southern coast
Southern Roofing Company, Inc.|593711033|49|48|0|0|45|101670|97034|0|0|96698|www.srctn.com|Southern Roofing Company||Southern Roofing Services Inc.||Southern Roofing Company, Inc.|southern roofing
Southern Roofing and Renovations|821272785|0|0|0|0|400|0|0|0|0|8700|www.southernrnr.com|Southern Roofing and Renovations||||Southern Roofing and Renovations|southern roofing & renovations
Southwest Distributing Company|952777766|0|31|0|12|13|0|43069|0|35041|19298||||||Southwest Distributing Company|southwest distributing
Southwestern Roofing & Metal, Inc.|731020260|48|58|55|60|67|87577|111791|103425|111371|122042||||||Southwestern Roofing & Metal, Inc.|southwestern roofing & metal
Southwire||0|0|0|503|0|0|0|0|1545764|0||||||Southwire|southwire
Spann Roofing & Sheet Metal, Inc.|570373011|72|70|82|84|76|143910|136000|142626|172153|156280|spannroofing.com|Spann Roofing & Sheet Metal||Spann Roofing & Sheet Metal Inc.||Spann Roofing & Sheet Metal, Inc.|spann roofing & sheet metal
Specialty Home Products|263805750|0|0|0|0|13|0|0|0|0|21324||||||Specialty Home Products|specialty home products
Specialty Roofers, Inc.|453143686|30|0|0|35|0|60000|0|0|72800|0||||Specialty Roofers Inc.||Specialty Roofers, Inc.|specialty roofers
Specialty Roofing LLC|465379067|0|0|0|0|10|0|0|0|0|15296|www.specialty-exteriors.com|Specialty Roofing||Specialty Roofing Inc.||Specialty Roofing LLC|specialty roofing
Spectrum Resource Roofing, LLC|922564367|0|0|0|20|0|0|0|0|509|0||||Spectrum Resource Roofing||Spectrum Resource Roofing, LLC|spectrum resource roofing
Spigarelli Cos|460776064|65|55|65|64|65|95426|88061|92579|96913|94084||||||Spigarelli Cos|spigarelli cos
Spring Sheet Metal & Roofing, LLC|814111885|40|38|41|39|40|59969|67064|74106|68440|69333||||Spring Sheet Metal & Roofing, LLC||Spring Sheet Metal & Roofing, LLC|spring sheet metal & roofing
Springfield Roofing Systems, LLC|463882982|0|21|0|0|0|0|36182|0|0|0||||||Springfield Roofing Systems, LLC|springfield roofing
Sta Dry Roofing|582275369|0|0|0|0|35|0|0|0|0|65367||||||Sta Dry Roofing|sta dry roofing
Standard Business Holdings  LLC|851510647|0|0|0|0|89|0|0|0|0|170220||||||Standard Business Holdings  LLC|standard business
Standard/Taylor Industries, Inc.|630398161|47|43|42|44|41|110620|98228|91280|97971|88734||||||Standard/Taylor Industries, Inc.|standard/taylor
Stanfield Roofing Inc.|261654670|0|0|0|0|40|0|0|0|0|62013||||||Stanfield Roofing Inc.|stanfield roofing
Stanley Roofing Company, Inc.|42557677|0|0|37|36|0|0|0|57738|62346|0||||Stanley Roofing Co. Inc.||Stanley Roofing Company, Inc.|stanley roofing
Stanley's Roofing, Inc.|208554222|0|0|0|50|0|0|0|0|104000|0||||||Stanley's Roofing, Inc.|stanley's roofing
Star Improvements, Inc|161519703|47|44|49|49|41|88602|91576|95017|91797|79439||||||Star Improvements, Inc|star improvements
Star Roofing, Inc.|860116261|64|0|0|0|50|154514|0|0|0|131118||||||Star Roofing, Inc.|star roofing
Starkweather Roofing Inc|860843434|127|111|111|104|108|276942|224908|210114|209749|217960||||||Starkweather Roofing Inc|starkweather roofing
State Roofing Systems Inc||70|0|0|43|90|131874|0|0|81422|187200||||State Roofing Systems Inc.||State Roofing Systems Inc|state roofing
Statewide Roofing, Inc.|112684192|45|40|0|0|0|67500|50000|0|0|0|www.swroof.com|Statewide Roofing|Statewide Roofing|Statewide Roofing Inc.||Statewide Roofing, Inc.|statewide roofing
Stellar Companies.|202259202|98|109|108|117|0|204796|228044|223980|245319|0||||||Stellar Companies.|stellar companies
