company_name|ein|stripped_company_name|annual_average_employees_2020|annual_average_employees_2021|annual_average_employees_2022|annual_average_employees_2023|annual_average_employees_2024|total_hours_worked_2020|total_hours_worked_2021|total_hours_worked_2022|total_hours_worked_2023|total_hours_worked_2024
Rosscrete Roofing, Inc.|330740595|rosscrete roofing|21|18|18|22|20|24449|21902|19572|20527|20861
Royal Roofing|261587824|royal roofing|0|0|0|28|0|0|0|0|46911|0
Royal-West Roofing & Sheet Metal||royal-west roofing & sheet metal|19|0|20|18|15|22480|0|30567|25481|23996
Royalty Companies of Indiana, Inc.|261272446|royalty companies of indiana|0|120|0|0|0|0|329194|0|0|0
Royalty Roofing, Inc.|933047998|royalty roofing|0|0|0|0|197|0|0|0|0|540627
RSI of Florida, LLC|592574965|rsi of florida|43|41|47|41|40|93939|93327|102202|86206|80928
RSI Roofing, Inc.|161212717|rsi roofing|0|39|35|47|0|0|81819|62598|83645|0
RSS Nashville Inc.||rss nashville|53|52|54|56|53|103714|108226|94407|109047|100079
RSSI Roofing Company|274644285|rssi roofing|57|48|52|62|61|112623|95732|97651|116297|109663
RTS Roofing Inc|391776632|rts roofing|23|22|27|29|25|39825|30853|40700|34532|36640
Russ Noyes Roofing Inc|201516607|russ noyes roofing|22|15|25|21|15|29333|38540|70000|950|31253
Russell Roofing Inc.|232680214|russell roofing|35|37|37|35|32|65489|57845|59815|67090|67157
Rutter Roofing LLC|272115410|rutter roofing|29|0|0|0|0|60320|0|0|0|0
RYCO Contracting LLC|461115324|ryco contracting|0|0|24|24|26|0|0|37727|400056|46609
S&L Roofing and Sheetmetal Inc|141817291|s & l roofing & sheetmetal|28|36|35|35|27|40855|32784|32198|37042|33984
S.G.O. Roofing & Construction, LLC|411990384|s.g.o. roofing|11|20|15|15|15|10270|20025|15027|21923|14716
SaintRaphael Roofing|830459072|saintraphael roofing|0|0|78|50|0|0|0|215764|75192|0
Salomon Construction & Roofing Corp|651054136|salomon construction & roofing|0|0|27|32|32|0|0|49351|62383|61125
SALTY ROOFING AND SHEET METAL INC|920289744|salty roofing & sheet metal|0|0|2|68|46|0|0|145|146462|78886
Salvo Architectural Roofing Contractors|453699589|salvo architectural roofing|0|0|0|0|32|0|0|0|0|71543
Same|752578902|same|53|54|55|58|0|99143|116904|93837|115797|0
San Carlos Roofing|200469791|san carlos roofing|25|27|28|35|25|39025|35642|32793|62452|23312
SC SHEET METAL, INC.|201915440|sc sheet metal|0|37|35|31|0|0|74188|50871|60298|0
SC Signature Roofing|461569742|sc signature roofing|35|0|0|0|0|72800|0|0|0|0
Scalo Inc.|232885490|scalo|30|32|32|33|38|60466|64657|67789|69775|67752
Scalo Solar|273676425|scalo solar|16|2|5|7|9|20009|5154|8161|17623|15617
Schefers Roofing Co.|431715763|schefers roofing|0|0|0|0|77|0|0|0|0|150465
Schena Roofing|381895735|schena roofing|0|0|0|130|113|0|0|0|233103|218175
Schick Roofing, LLC|274076888|schick roofing|0|0|0|14|14|0|0|0|25677|24423
Scholten Roofing, Inc|910890646|scholten roofing|0|20|45|25|0|0|32995|38256|31719|0
Schrader Roofing Company of Lubbock|844226779|schrader roofing company of lubbock|23|24|30|30|42|49165|62964|68797|79547|99380
Schrader Roofing Inc.|752490574|schrader roofing|0|22|0|0|0|0|26410|0|0|0
Schreiber Corporation|381654067|schreiber|117|132|155|182|171|222612|243226|294228|404487|364674
Schulte Roofing|810555670|schulte roofing|26|25|26|27|27|55695|56240|51135|54553|57499
Schultheis Roofing|251653339|schultheis roofing|40|0|45|50|45|68062|0|97936|91310|80306
Schwickert's Tecta America||schwickert's tecta america|275|0|243|215|0|460208|0|442433|428169|0
Schwickerts Tecta America|411362395|schwickerts tecta america|0|0|0|0|186|0|0|0|0|404007
Scott Enterprises, Inc.|161467920|scott|32|23|23|20|20|30000|46734|47000|34676|42607
Scott Roofing Company|860492261|scott roofing|52|0|55|50|44|108160|0|114400|104000|91520
Scott Smith Roofing Inc|592777971|scott smith roofing|30|23|22|21|21|32379|32267|35637|46967|39955
Scott's Roofing Inc|453540373|scott's roofing|0|24|23|23|0|0|36402|36437|11154|0
Scudder Roofing Co.|942906312|scudder roofing|0|0|83|0|0|0|0|118334|0|0
SEC Roofing & Construction Group, LLC|844422170|sec roofing|0|25|0|0|0|0|16803|0|0|0
Sechrist-Hall Company|741339981|sechrist-hall|25|19|18|20|0|49217|40054|37215|45843|0
SECURE ROOFING INC|823490181|secure roofing|0|0|0|120|0|0|0|0|30650|0
Security-Luebke Roofing Inc.|462614838|security-luebke roofing|0|119|126|122|191|0|247520|262080|253760|418024
Security-Luebke Roofing Inc.||security-luebke roofing|113|0|0|0|0|293800|0|0|0|0
Select or enter|464760683|select or enter|0|132|0|0|0|0|260258|0|0|0
Semper Fi Roofing INC|743145840|semper fi roofing|0|35|0|0|0|0|72800|0|0|0
Sentry Roofing, Inc.||sentry roofing|34|0|0|0|0|50518|0|0|0|0
Service Roofing & Sheet Metal Co.|561081076|service roofing & sheet metal|0|34|33|32|0|0|65336|60850|58324|0
Service Roofing and Sheet Metal|562247976|service roofing & sheet metal|0|0|0|34|30|0|0|0|60447|58305
Service Roofing Company|420895028|service roofing|25|24|24|21|23|25404|32063|32349|26405|32158
Service Works Commerical Roofing LLC|223917952|service works commerical roofing|0|70|78|22|29|0|131541|176838|65259|54770
Service Works of Fort Lauderdale LLC|205298280|service works of fort lauderdale|0|25|28|0|0|0|67893|66965|0|0
SEVELEN, INC.|760386934|sevelen|32|33|28|35|39|58651|64241|66762|81496|81374
SGK Enterprises Inc.|301209237|sgk|70|99|108|130|124|107047|160330|271440|245332|235679
Shaffer Building Services Inc|161606881|shaffer building|25|25|20|21|0|35201|36442|33515|35956|0
Shanco Companies LLC|743062023|shanco companies|0|0|4|6|5|0|0|7320|9400|11757
Shay Roofing INC.|371298422|shay roofing|58|57|57|65|65|87682|78690|81258|109962|99555
Shea Enterprises, Inc|232407403|shea|0|24|17|0|0|0|24852|27611|0|0
SHELTER ROOFING & SOLAR CONSTRUCTION|811086590|shelter roofing & solar|18|21|28|0|0|25158|28077|41191|0|0
Sherriff-Goslin Company||sherriff-goslin|160|150|150|150|157|150754|161000|211023|277333|233409
Shewski Roofing Inc.|650944192|shewski roofing|25|0|0|0|0|46689|0|0|0|0
SHON BOSWELL CONTRACTING SERVICES, LLC|873864083|shon boswell contracting|0|0|0|28|0|0|0|0|39508|0
Showalter Roofing Services, Inc.|363132849|showalter roofing|0|44|48|0|23|0|86553|80891|0|43541
Sibley Inc|340897897|sibley|0|0|25|0|0|0|0|42070|0|0
Sierra Roofing and Solar|571143041|sierra roofing & solar|0|0|46|49|52|0|0|92000|98900|102900
Sierra Single Ply, Inc.||sierra single ply|0|0|0|30|40|0|0|0|69382|85424
Signature Roofing|461233456|signature roofing|83|0|0|0|0|151628|0|0|0|0
Sika Corporation|221594831|sika|73|69|70|60|29|141069|126291|114917|95542|60130
Silicone Distributors, Inc.|670257993|silicone distributors|0|0|0|0|30|0|0|0|0|37393
Silktown Roofing, Inc.|61350674|silktown roofing|0|0|150|140|0|0|0|288177|282521|0
Silvers Systems Inc|591852359|silvers|31|0|0|0|0|38561|0|0|0|0
Simon Roofing||simon roofing|0|2|1|0|0|0|4047|2039|0|0
Simon Roofing and Sheet Metal|341430114|simon roofing & sheet metal|15|19|2|685|526|20414|28994|3455|1366022|1095012
Simpson Unlimited Inc.|541771632|simpson unlimited|121|109|163|203|181|286817|255050|344125|423315|344595
SJT Orlando LLC|862435521|sjt orlando|0|0|34|0|20|0|0|72721|0|41600
Sky Light Roofing, Inc|451283839|sky light roofing|20|0|90|41|44|41600|0|18000|66936|90021
Skyfall Exteriors LLC|832528263|skyfall exteriors|0|0|10|20|0|0|0|20000|41600|0
Skylight Specialists, Inc|841277281|skylight specialists|47|36|0|0|0|82231|81181|0|0|0
Skyline Roofing|842129081|skyline roofing|33|35|0|18|36|22342|28101|0|24639|25782
Skyline Roofing FLA LLC|834330982|skyline roofing fla|6|4|0|0|0|675|1067|0|0|0
Skyline Roofing Houston||skyline roofing houston|100|43|0|0|0|59549|21392|0|0|0
Skyline Roofing NC LLC|834228081|skyline roofing nc|32|23|0|10|0|4890|6040|0|10827|0
Skywalker Roofing LLC|922563752|skywalker roofing|0|0|0|0|36|0|0|0|0|72031
Skyway Roofing, Inc.|141763964|skyway roofing|37|35|37|37|46|74740|72800|76960|65929|73897
Slippery Rock CRCI|462002179|slippery rock crci|17|20|0|0|0|20524|25335|0|0|0
SM ROOFING, INC.|455596964|sm roofing|14|0|0|0|0|18506|0|0|0|0
Smart Choice Roofing LLC|320630309|smart choice roofing|0|0|3|2|0|0|0|3422|1885|0
Smart Roofing, Inc.|363902208|smart roofing|12|0|0|0|12|11000|0|0|0|11000
Snyder Roofing and Sheet Metal, LLC.|911676752, 911976752|snyder roofing & sheet metal|0|0|255|0|0|0|0|525509|0|0
Snyder Roofing of Oregon|931270887|snyder roofing of oregon|0|0|1761|108|111|0|0|191777|225771|229244
Solar Energy Solutions|204967967|solar energy|0|0|46|70|68|0|0|82228|138059|170046
Solar Integrated Roofing Corporation|953785403|solar integrated roofing|0|90|0|0|0|0|138666|0|0|0
Solar Sun LLC|833187220|solar sun|39|23|0|0|0|80052|35269|0|0|0
Solarjuice American, Inc.|842673650|solarjuice american|0|313|374|0|0|0|642400|358220|0|0
Solutions General Contractors Inc|465318778|solutions general|0|0|0|0|70|0|0|0|0|47167
SonRay Construction||sonray|55|0|0|0|0|121480|0|0|0|0
SonRay Solar, Inc.|263838351|sonray solar|0|0|210|0|147|0|0|361489|0|266581
South Central Roofing, Inc.|352087207|south central roofing|17|17|0|19|18|31062|34003|0|32379|32589
South Peak Holdings, LLC|811624515|south peak|0|0|48|39|43|0|0|42783|47609|50029
Southeast Roofing Solutions|270863598|southeast roofing|73|77|23|0|23|175973|160549|17694|0|23905
Southeastern Roofing Company|281144637|southeastern roofing|0|50|0|0|0|0|542|0|0|0
Southern Best Roofing Solutions|874100274|southern best roofing|0|0|0|9|0|0|0|0|75000|0
Southern Coast Enterprises, Inc.|650417787|southern coast|48|52|0|51|60|102129|119709|0|106493|129560
SOUTHERN COATINGS, INC.|591205069|southern coatings|0|39|32|80|38|0|58769|53380|142652|62110
Southern Roofing and Renovations|821272785|southern roofing & renovations|0|0|0|0|400|0|0|0|0|8700
Southern Roofing Co.|621250563|southern roofing|30|28|25|30|0|47259|34217|40965|56100|0
Southern Roofing Company, Inc.|593711033|southern roofing|49|48|0|0|45|101670|97034|0|0|96698
Southwest Distributing Company|952777766|southwest distributing|0|31|0|12|13|0|43069|0|35041|19298
Southwestern Roofing & Metal, Inc.|731020260|southwestern roofing & metal|48|58|55|60|67|87577|111791|103425|111371|122042
Southwire||southwire|0|0|0|503|0|0|0|0|1545764|0
Spann Roofing & Sheet Metal, Inc.|570373011|spann roofing & sheet metal|72|70|82|84|76|143910|136000|142626|172153|156280
Specialty Home Products|263805750|specialty home products|0|0|0|0|13|0|0|0|0|21324
Specialty Roofers, Inc.|453143686|specialty roofers|30|0|0|35|0|60000|0|0|72800|0
Specialty Roofing LLC|465379067|specialty roofing|0|0|0|0|10|0|0|0|0|15296
Spectrum Resource Roofing, LLC|922564367|spectrum resource roofing|0|0|0|20|0|0|0|0|509|0
Spigarelli Cos|460776064|spigarelli cos|65|55|65|64|65|95426|88061|92579|96913|94084
Spring Sheet Metal & Roofing, LLC|814111885|spring sheet metal & roofing|40|38|41|39|40|59969|67064|74106|68440|69333
Springfield Roofing Systems, LLC|463882982|springfield roofing|0|21|0|0|0|0|36182|0|0|0
SQI, INC.|910880444|sqi|0|0|31|33|28|0|0|55141|62827|50365
SRC ROOFING, INC.|43007194|src roofing|25|0|22|24|0|50363|0|46464|55071|0
SRS ROOFING AND SHEET METAL, INC.|203056563|srs roofing & sheet metal|45|41|42|49|0|74606|58232|72420|82447|0
SRSM||srsm|0|162|0|0|0|0|238160|0|0|0
Sta Dry Roofing|582275369|sta dry roofing|0|0|0|0|35|0|0|0|0|65367
Standard Business Holdings  LLC|851510647|standard business|0|0|0|0|89|0|0|0|0|170220
Standard/Taylor Industries, Inc.|630398161|standard/taylor|47|43|42|44|41|110620|98228|91280|97971|88734
Stanfield Roofing Inc.|261654670|stanfield roofing|0|0|0|0|40|0|0|0|0|62013
Stanley Roofing Company, Inc.|42557677|stanley roofing|0|0|37|36|0|0|0|57738|62346|0
Stanley's Roofing, Inc.|208554222|stanley's roofing|0|0|0|50|0|0|0|0|104000|0
Star Improvements, Inc|161519703|star improvements|47|44|49|49|41|88602|91576|95017|91797|79439
Star Roofing, Inc.|860116261|star roofing|64|0|0|0|50|154514|0|0|0|131118
Starkweather Roofing Inc|860843434|starkweather roofing|127|111|111|104|108|276942|224908|210114|209749|217960
State Roofing Systems Inc||state roofing|70|0|0|43|90|131874|0|0|81422|187200
Statewide Roofing, Inc.|112684192|statewide roofing|45|40|0|0|0|67500|50000|0|0|0
stellar commercial roofing|383843626|stellar commercial roofing|0|0|0|46|0|0|0|0|96176|0
Stellar Companies.|202259202|stellar companies|98|109|108|117|0|204796|228044|223980|245319|0
Stellar Restoration Services, LLC||stellar restoration|0|33|46|0|0|0|68640|95176|0|0
Stephens Painting Inc.|752641834|stephens painting|0|0|40|45|43|0|0|85000|97426|91808
Sterling Commercial Roofing, A Tecta America Company, LLC|262635202|sterling commercial roofing a tecta america|129|172|176|170|156|251820|319685|325724|286973|309557
STERLING CONSTRUCTION CONTRACTORS LLC|813262093|sterling|0|0|87|0|84|0|0|116100|0|140479
Stiles Roofing Inc|431228600|stiles roofing|0|0|37|36|35|0|0|62473|67650|60703
Stinson Services Inc||stinson|0|10|0|12|0|0|20800|0|24768|0
Stively Commercial Coatings|261654215|stively commercial coatings|0|35|55|67|0|0|52918|111251|10706984|0
Stone KR, LLC dba Centennial Roofing|990460724|stone kr llc dba centennial roofing|0|0|0|0|15|0|0|0|0|33559
Stone Roofing Co., Inc.|952502799|stone roofing|49|62|74|79|101|100137|104417|138775|157708|207567
Stonebridge Construction Services, LLC|261715481|stonebridge|0|0|0|0|41|0|0|0|0|94198
Stonebrook Roofing, Inc dba Stonebrook Exterior|260431159|stonebrook roofing inc dba stonebrook exterior|0|0|0|0|25|0|0|0|0|28585
Stonewater Roofing|273642939|stonewater roofing|50|0|0|90|0|2000|0|0|3600|0
StormForce|453731806|stormforce|0|0|20|21|0|0|0|41600|30615|0
StormForce Of Jacksonville||stormforce of jacksonville|31|0|0|0|0|64480|0|0|0|0
STP PERFORMANCE COATING|261856776|stp performance coating|0|0|48|135|0|0|0|84477|205815|0
STRAIGHT EDGE ROOFING INC.|475353491|straight edge roofing|0|0|18|46|27|0|0|30880|82424|45100
STRATUS CONSTRUCTION  ROOFING, LLC|474208903|stratus construction roofing|0|59|42|58|30|0|50062|74110|114124|54174
Strickland Roofing Company Inc|640623184|strickland roofing|0|0|10|11|0|0|0|19379|22092|0
Strober-Wright Roofing Inc.|261687636|strober-wright roofing|0|0|36|42|0|0|0|71356|84744|0
Stryker Construction|931269569|stryker|22|14|0|0|0|42694|27724|0|0|0
Stubbs Roofing, Inc.|870680367|stubbs roofing|0|0|0|14|21|0|0|0|29811|39711
Subcontractor Solutions LLC|851830182|subcontractor|0|0|260|0|0|0|0|84500|0|0
Sullivan Roofing, Inc.|364256185|sullivan roofing|84|72|75|0|62|184600|154450|164580|0|130586
Sully-Jones Roofing|952655443|sully-jones roofing|33|30|0|30|30|71670|65105|0|60000|60000
Summers Roofing Co., Inc.|581267930|summers roofing|0|0|0|0|20|0|0|0|0|21454
Summit Anchor Co Inc||summit anchor|24|0|0|0|0|40264|0|0|0|0
Summit Point Roofing|473363896|summit point roofing|0|0|34|35|43|0|0|70720|76651|78398
Summit Solutions, Inc.||summit|0|0|0|10|0|0|0|0|25000|0
Sun Coast Roofing Services, Inc|274860846|sun coast roofing|0|0|98|0|0|0|0|210080|0|0
Sun Commercial Roofs, Inc.|752214198|sun commercial roofs|78|68|0|93|103|161753|172125|0|193514|215461
Sunbelt Vacuum Service, Inc.|752836836|sunbelt vacuum service|0|0|44|49|49|0|0|110905|129808|113335
SUNERGY SOLAR LLC|203677363|sunergy solar|23|73|145|374|0|46468|155400|312373|745360|0
Sunlight Systems|922163963|sunlight|0|0|0|2|3|0|0|0|970|2670
Sunline Honest Energy|454640761|sunline honest energy|79|0|0|0|0|170000|0|0|0|0
SUPERIOR ONE ROOFING, INC.|830562852|superior one roofing|11|26|31|86|45|21585|45812|46644|117858|57678
Superior Roofing & Sheet metal, Inc.238|481267408|superior roofing & sheet metal inc.238|98|96|105|99|98|202219|201267|197860|183206|19880000
Superior Roofing Services||superior roofing|58|48|59|75|55|114682|69899|91352|158970|93117
Superior Services RSH, Inc.|382491879|superior services rsh|29|0|17|23|25|38476|0|20906|47825|56301
Supreme Roofing|823769023|supreme roofing|218|215|194|261|238|516144|425200|386320|424946|561831
Supreme Roofing Done Right, LLC|810716354, 870716354|supreme roofing done right|17|23|38|31|25|42000|33644|41039|50664|61699
Supreme Systems Inc|460980128|supreme|29|40|40|39|35|56192|70822|80020|69257|70823
Sustainable Waterproofing LLC||sustainable waterproofing|2|1|0|0|0|1050|500|0|0|0
Sutter Roofing Company|591923325|sutter roofing|234|218|235|250|0|544813|520612|543043|607464|0
Svndance Roofing Company|923810205|svndance roofing|0|0|0|2|0|0|0|0|4160|0
SVR, INC.|453715993|svr|0|0|0|24|19|0|0|0|37052|20654
Swadley Roof Systems||swadley roof|0|37|35|48|46|0|95800|59700|93734|112547
Sweers Eavestroughing and Roofing Co.|383177576|sweers eavestroughing & roofing|0|0|0|10|0|0|0|0|20641|0
SWF ROOFING, INC.|812735420|swf roofing|20|0|0|0|0|32015|0|0|0|0
T & K Roofing & Sheet Metal Company Inc.|420949793|t & k roofing & sheet metal|70|61|79|71|64|144212|140844|157225|158908|144757
T & S Roofing Systems, Inc.|200926791|t & s roofing|0|75|0|65|0|0|141100|0|121892|0
T AND T ROOFING, INC|883503101|t & t roofing|0|0|0|28|0|0|0|0|12976|0
T&L PAINTING INC|810483307|t & l painting|0|26|27|27|27|0|47239|42946|40830|49179
T. F. BECK COMPANY||t. f. beck|0|11|13|0|0|0|18148|20127|0|0
T. L. Gowin & Company, Inc.|582412957|t. l. gowin|33|30|29|27|30|70245|63438|61144|57858|62285
Tacoma Roofing & Waterproofing|450985580|tacoma roofing & waterproofing|54|0|58|44|0|96318|0|106811|82007|0
TADCO LLC|871398910|tadco|0|16|68|0|125|0|35945|173095|0|14637
TADCO, LLC|260506388|tadco|47|48|0|83|0|102192|101136|0|135394|0
Tadlock Roofing|592199004|tadlock roofing|66|215|2|6|0|67438|377621|2160|7879|0
Taica Cubic Printing Kentucky, LLc|455232864|taica cubic printing kentucky|0|55|0|0|0|0|6836|0|0|0
Tallahassee Roofing, Inc.|261356134|tallahassee roofing|40|40|40|40|0|48605|46632|46632|46632|0
TARGET ROOFING AND SHEET METAL, INC.|474767409|target roofing & sheet metal|155|0|0|0|0|80055|0|0|0|0
Tarheel Roofing, Inc.|592679504|tarheel roofing|72|58|57|63|65|156366|127616|122696|139628|135335
TC Backer Construction, LLC|262993176|tc backer|23|0|0|0|0|49387|0|0|0|0
TC METAL ROOFING, LLC.|475049701|tc metal roofing|0|0|12|34|25|0|0|22503|65156|25498
TCC Contractors Inc.|841322987|tcc|82|0|0|0|0|56888|0|0|0|0
TEAM SUNSHINE CONSTRUCTION, LLC|882509311|team sunshine|0|0|0|76|49|0|0|0|32720|83917
TeamCraft Roofing, Inc.|561986226|teamcraft roofing|286|309|0|440|507|812173|819009|0|854691|960887
Tech Roofing Service, Inc.|42730706|tech roofing service|0|0|23|23|0|0|0|45418|45821|0
Tecta America Arizona|261143045|tecta america arizona|0|0|0|63|70|0|0|0|117195|145299
Tecta America Austin LLC||tecta america austin|46|39|0|0|0|83178|86738|0|0|0
TECTA AMERICA CAROLINAS LLC|202909519|tecta america carolinas|0|70|70|41|0|0|83418|94863|88734|0
Tecta America Colorado LLC|202909369|tecta america colorado|71|73|70|59|65|140096|138259|122378|132388|117935
Tecta America Compnay, LLC|882961674|tecta america compnay|0|0|0|0|147|0|0|0|0|300391
Tecta America Corp|10629153|tecta america|0|0|57|0|0|0|0|114008|0|0
TECTA AMERICA DAKOTAS LLC|450278200|tecta america dakotas|0|0|104|106|123|0|0|188895|217853|222195
Tecta America East|202909223|tecta america east|129|113|13|29|31|302523|264270|25959|67264|61833
Tecta America LLC|872633595|tecta america|0|0|36|41|24|0|0|65123|74774|69262
Tecta America Metro New York,LLC||tecta america metro new yorkllc|14|0|0|0|0|28453|0|0|0|0
Tecta America Metro NY, LLC|200811004|tecta america metro ny|0|14|14|14|12|0|24956|26534|24284|22947
Tecta America New England|10625091|tecta america new england|0|0|113|122|0|0|0|222663|220703|0
Tecta America New England LLC|841505685|tecta america new england|20|275|22|88|54|36980|448961|50744|140361|88859
Tecta America Oklahoma, LLC|822486830|tecta america oklahoma|38|29|29|25|25|82367|61242|57600|46890|42367
Tecta America Sacramento, Inc.|202970607|tecta america sacramento|52|45|45|0|0|94340|87889|102259|0|0
Tecta America SE|202141268|tecta america se|130|89|0|0|0|182562|186185|0|0|0
Tecta America Seattle LLC|260150494|tecta america seattle|0|0|30|25|32|0|0|47813|50985|54347
Tecta America Southeast, LLC.||tecta america southeast|0|0|0|54|35|0|0|0|95356|84179
Tecta America Southern California, Inc.|010629153|tecta america southern california|0|0|0|0|95|0|0|0|0|150557
Tecta America WeatherGuard|205587796|tecta america weatherguard|23|25|27|30|26|46241|51532|53768|52769|45854
Tecta America West Florida, LLC||tecta america west florida|0|0|19|0|20|0|0|37196|0|38591
Tecta America Zero Company|310616378|tecta america zero|79|79|0|0|77|164486|160692|0|0|140093
Tecta America, Illinois Roofing LLC|204162663|tecta america illinois roofing|54|36|41|54|50|73611|65224|85481|91963|98923
Tecta America-CS||tecta america-cs|35|35|0|0|0|55018|59284|0|0|0
TEKRAM SERVICES, LLC.|453206789|tekram|28|19|0|22|0|50493|33363|0|500|0
TEMA Roofing Services||tema roofing|30|35|0|0|0|52867|60679|0|0|0
TEMA SERVICES, LLC||tema|0|0|34|29|32|0|0|62552|52996|57707
Terik Roofing Inc||terik roofing|0|44|0|33|36|0|61401|0|53968|54758
Terminus Roofing & Restoration|922461468|terminus roofing & restoration|0|0|0|19|0|0|0|0|12864|0
Texas Fifth Wall Roofing Systems, Inc.||texas fifth wall roofing|120|115|125|125|0|227939|268058|276712|293104|0
Texas Roof Management, Inc.|752629087|texas roof|0|65|58|64|61|0|135200|115907|132452|123839
Texas Roofing Co., Inc.||texas roofing|120|118|0|125|130|255408|299023|0|409980|514575
The Bri-Den Co.|825212554|the bri-den|37|33|34|35|35|63267|51708|65924|80722|60750
The Duerson Corporation||the duerson|25|22|0|0|18|32659|35595|0|0|35528
The Exterior Company|455264028|the exterior|0|101|0|0|0|0|172897|0|0|0
The Fania Company|221501476|the fania|33|33|0|0|0|55736|59741|0|0|0
The Fred Christen & Sons Company|344204250|the fred christen & sons|133|98|155|220|155|255424|175649|283009|430135|276058
The Melanson Company, a Tecta America Company LLC|832207831|the melanson company a tecta america|30|12|14|6|10|54881|17164|19558|18987|21988
The Original Roofing Company|562335100|the original roofing|0|178|197|197|240|0|352236|393347|380822|482638
The Quality Roofing Company|440400020|the quality roofing|28|20|25|27|24|43887|40808|40963|46637|37756
The Ray Roofing Company, Inc.|560482744|the ray roofing|22|22|17|16|18|40780|36183|32652|32139|33826
The Roof Authority, Inc.|650384452|the roof authority|43|0|26|28|0|36790|0|42111|54475|0
The Roof Medic|550792815|the roof medic|0|0|0|0|13|0|0|0|0|23789
The Roofing Alliance DBA Model City Roofing|812318674|the roofing alliance dba model city roofing|0|0|32|0|0|0|0|31078|0|0
The Roofing Company, Inc.|383817059|the roofing|10|15|45|0|27|12971|15185|184817132|0|37443
Thermal-Tec|382708184|thermal-tec|44|46|47|47|49|80018|87025|91749|99048|96960
Thomas Brown & Son Roofing|382114736|thomas brown & son roofing|21|23|25|25|25|29965|28507|11873|31505|33196
Thomas Company|630802633|thomas|67|72|75|10|11|119590|139730|131362|23131|21016
Thoroughbred Contractors LLC|412088912|thoroughbred|37|37|37|35|44|69821|63623|74283|68972|73238
Tidwell construction Ltd|363359556|tidwell|0|0|16|18|26|0|0|32000|28365|46110
Tier 1 Roofing LLC|200513941|tier 1 roofing|0|0|0|15|0|0|0|0|5071|0
Tiley Roofing Inc|841510059|tiley roofing|43|41|42|35|36|83500|79000|72399|135264|61143
TILLOTSON ENTERPRISES, INC.|911844909|tillotson|35|38|41|90|57|73547|77942|85056|196854|112540
Tilsen Roofing Company, Inc.|391038585|tilsen roofing|26|0|0|0|0|33910|0|0|0|0
Tim Graboski Roofing, Inc.|650119060|tim graboski roofing|47|49|49|49|0|97760|88200|89000|100000|0
Titan Roofing, Inc.|42630303|titan roofing|0|0|326|390|0|0|0|615304|745858|0
TL Roofing & Exteriors Inc|900009737|tl roofing & exteriors|0|0|43|39|0|0|0|82670|77749|0
TMR Roofing, A Tecta America Company LLC|922395087|tmr roofing a tecta america|0|0|0|62|65|0|0|0|90410|120178
Todd Fritz Inc|161580104|todd fritz|0|0|0|20|0|0|0|0|28000|0
TODD RHYNE INC.|010822142|todd rhyne|0|0|0|0|11|0|0|0|0|16839
Tom Tanenbaum, Inc.||tom tanenbaum|0|24|0|0|0|0|29098|0|0|0
Top Gun Roofing, Inc.|593680733|top gun roofing|0|0|46|55|48|0|0|59852|64449|64802
Top Line Roofing Inc|161615195|top line roofing|0|0|0|12|0|0|0|0|19200|0
Top-All Roofing, Inc|465509367|top-all roofing|0|30|27|0|0|0|56862|46770|0|0
Topside Roofing|911703664|topside roofing|0|0|28|26|25|0|0|55125|43284|37822
TOSCA ROOFING, INC.|451260442|tosca roofing|0|0|0|40|21|0|0|0|71202|35469
Total Quality Roofing,Inc.|593406730|total quality roofinginc|28|0|0|0|17|37296|0|0|0|36148
Total Roofing Systems The Metal Roof Experts|833801321|total roofing systems the metal roof experts|0|90|0|0|0|0|171804|0|0|0
Townsend Roofing and Construction Services, Inc.|760782834|townsend roofing|19|12|15|13|16|39787|21962|25475|21107|24860
TR Management Inc dba JB Turner and Sons Roofing and Sheet Metal|203485399|tr management inc dba jb turner & sons roofing & sheet metal|47|40|0|0|0|81947|72156|0|0|0
Trademark Roofing Company, Inc.|171719799|trademark roofing|7|9|10|0|23|12877|15626|17628|0|45039
Traditional Roofing Inc|863126535|traditional roofing|0|0|20|30|33|0|0|32286|58213|57427
TRANS COASTAL CONSTRUCTION|591566091|trans coastal|20|17|12|11|11|27485|23446|20194|17394|20466
TreeLine Roofing and Construction|871921785|treeline roofing|0|0|0|0|12|0|0|0|0|600
Tremco CPG, Inc.||tremco cpg|0|1311|1473|0|0|0|2374237|2655983|0|0
TRI-COUNTY ROOFING AND SHEET METAL INC|521911738|tri-county roofing & sheet metal|0|0|19|19|0|0|0|41030|43907|0
Tri-Lam Roofing & Waterproofing, Inc.|262227683|tri-lam roofing & waterproofing|0|0|35|42|45|0|0|75827|96737|79919
Tri-Star Roofing & Sheet Metal|462472238|tri-star roofing & sheet metal|0|42|0|66|85|0|78557|0|78086|87848
Tri-State Roofing & Sheet Metal|471425515|tri-state roofing & sheet metal|23|22|23|21|17|33380|36808|37756|34890|28585
Tri-State Roofing & Sheet Metal Co of OH|550367488|tri-state roofing & sheet metal co of oh|0|0|90|97|98|0|0|156792|157473|162130
TRI-STATE ROOFING & SHEET METAL CO OF WV|550591156|tri-state roofing & sheet metal co of wv|90|87|105|124|75|144285|123903|131613|141384|134240
