establishment_name|company_name|state|establishment_type|size|annual_average_employees|total_hours_worked|ein|filter_list_company_name|stripped_company_name|company_name_multiple_match
EXCEL Maintenance @ Shintech, Addis|EXCEL|LA|1|2|90|182821|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Westlake, Geismar|EXCEL|LA|1|2|36|76044|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Renewable Energy Group (REG)|EXCEL|LA|1|2|25|57863|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Westlake, Calvert City KY|EXCEL|KY|1|2|80|168036|721503785|'Excel Construction Group'|excel|false
EXCEL Maintenance @ Shintech, Freeport|EXCEL|TX|1|3|420|1015044|721503785|'Excel Construction Group'|excel|false
EXCEL Midstream Solutions, Inc.|EXCEL|TX|1|2|35|70404|721329331|'Excel Construction Group'|excel|false
United Industries Corp. - Chapin Manufacturing|United Industries Corporation|MO|1|3|407|995462||'United Contractors'|united|false
Deer park Roofing|Deer Park Roofing|OH|1|2|100|218277|311803193|'Deer Park Roofing, LLC'|deer park roofing|false
Stoneway Roofing Supply 0302|SRS Distribution|WA|1|2|30|48111|261965852|'SRS Distribution Inc.'|srs distribution|false
Kalkreuth Roofing & Sheet Metal, Inc.|Kalkreuth Roofing & Sheet Metal, Inc.|WV|1|2|199|346745|550647319|'Kalkreuth Roofing & Sheet Metal Inc.'|kalkreuth roofing & sheet metal|false
Stoneway Roofing Supply 0303|SRS Distribution|WA|1|2|26|47807|261965852|'SRS Distribution Inc.'|srs distribution|false
Stoneway Roofing Supply 0304|SRS Distribution|WA|1|2|27|42170|261965852|'SRS Distribution Inc.'|srs distribution|false
Stoneway Roofing Supply 0306|SRS Distribution|WA|1|2|33|69332|261965852|'SRS Distribution Inc.'|srs distribution|false
Kansas City McCormick Warehouse|Owens Corning|KS|1|1|15|30443|371525228|'Owens Corning'|owens corning|false
Stoneway Roofing Supply 0307|SRS Distribution|OR|1|2|24|51631|261965852|'SRS Distribution Inc.'|srs distribution|false
ALVA ROOFING COMPANY|ALVA ROOFING COMPANY|OK|1|2|50|73071||'Alva Roofing Co.'|alva roofing|false
Roofline Supply|SRS Distribution|OR|1|2|25|50287|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofline Supply 0322|SRS Distribution|OR|1|2|20|38812|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofline Supply 0324|SRS Distribution|WA|1|2|24|57927|261965852|'SRS Distribution Inc.'|srs distribution|false
Best Roofing Services, LLC|Best Roofing|FL|1|3|224|473675||'Best Roofing Company'|best roofing|false
Kansas City|Owens Corning|KS|1|2|60|109170|371525228|'Owens Corning'|owens corning|false
Roofline Supply 0326|SRS Distribution|ID|1|2|22|45835|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofline Supply 0330|SRS Distribution|CA|1|2|26|59830|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofline Supply 0333|SRS Distribution|CA|1|2|21|37045|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofline Supply 0341|SRS Distribution|AZ|1|2|22|53581|261965852|'SRS Distribution Inc.'|srs distribution|false
Paramount Roofing, Inc|Paramount Roofing, Inc|NY|1|2|25|50170|262459527|'Paramount Roofing Inc.', 'Paramount Roofing LLC'|paramount roofing|true
Roofline Supply 0347|SRS Distribution|AZ|1|2|23|45002|261965852|'SRS Distribution Inc.'|srs distribution|false
ASHEVILLE|Baker Roofing Co.|NC|1|1|53|110627|560130810|'Baker Roofing Co.'|baker roofing|false
Atlanta|Baker Roofing Co.|GA|1|1|8|14841|560130810|'Baker Roofing Co.'|baker roofing|false
Baker Residential|Baker Roofing Co.|NC|1|1|77|182727|560130810|'Baker Roofing Co.'|baker roofing|false
Baker Service|Baker Roofing Co.|NC|1|1|58|89559|560130810|'Baker Roofing Co.'|baker roofing|false
Birmingham|Baker Roofing Co.|AL|1|1|6|10971|560130810|'Baker Roofing Co.'|baker roofing|false
BRC Renewable|Baker Roofing Co.|NC|1|1|3|5566|560130810|'Baker Roofing Co.'|baker roofing|false
Bristol Va|Baker Roofing Co.|VA|1|1|5|9472|541136608|'Baker Roofing Co.'|baker roofing|false
CHARLESTON|Baker Roofing Co.|SC|1|1|55|112634|560130810|'Baker Roofing Co.'|baker roofing|false
CHARLOTTE|Baker Roofing Co.|NC|1|1|71|136275|560130810|'Baker Roofing Co.'|baker roofing|false
Chattanooga|Baker Roofing Co.|TN|1|1|15|27185|560130810|'Baker Roofing Co.'|baker roofing|false
Coatings|Baker Roofing Co.|NC|1|1|12|21057|560130810|'Baker Roofing Co.'|baker roofing|false
Columbia|Baker Roofing Co.|SC|1|1|7|15525|560130810|'Baker Roofing Co.'|baker roofing|false
GREENSBORO|Baker Roofing Co.|NC|1|1|57|128786|560130810|'Baker Roofing Co.'|baker roofing|false
GREENVILLE - NC|Baker Roofing Co.|NC|1|1|8|19367|560130810|'Baker Roofing Co.'|baker roofing|false
Greenville - SC|Baker Roofing Co.|SC|1|1|11|22798|560130810|'Baker Roofing Co.'|baker roofing|false
Harrisonburg|Baker Roofing Co.|VA|1|1|29|54050|541136608|'Baker Roofing Co.'|baker roofing|false
MEMPHIS|Baker Roofing Co.|TN|1|1|19|39083|560130810|'Baker Roofing Co.'|baker roofing|false
MYRTLE BEACH|Baker Roofing Co.|SC|1|1|10|20516|560130810|'Baker Roofing Co.'|baker roofing|false
NASHVILLE|Baker Roofing Co.|TN|1|1|42|82960|560130810|'Baker Roofing Co.'|baker roofing|false
ORLANDO|Baker Roofing Co.|FL|1|1|41|70351|560130810|'Baker Roofing Co.'|baker roofing|false
RALEIGH|Baker Roofing Co.|NC|1|1|287|553447|560130810|'Baker Roofing Co.'|baker roofing|false
RESTORATION|Baker Roofing Co.|NC|1|1|15|47838|560130810|'Baker Roofing Co.'|baker roofing|false
Richmond|Baker Roofing Co.|VA|1|1|52|100009|541136608|'Baker Roofing Co.'|baker roofing|false
Roanoke|Baker Roofing Co.|VA|1|1|56|103724|541136608|'Baker Roofing Co.'|baker roofing|false
SMS|Baker Roofing Co.|NC|1|1|24|9614|560130810|'Baker Roofing Co.'|baker roofing|false
VIRGINIA BEACH|Baker Roofing Co.|VA|1|1|33|65562|541136608|'Baker Roofing Co.'|baker roofing|false
WILMINGTON|Baker Roofing Co.|NC|1|1|37|87704|560130810|'Baker Roofing Co.'|baker roofing|false
A.L.L. Roofing Materials 0361|SRS Distribution|CA|1|2|25|26436|930812389|'SRS Distribution Inc.'|srs distribution|false
Roofline Supply 0372|SRS Distribution|CA|1|2|23|52146|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofline Supply 0375|SRS Distribution|CA|1|2|22|38519|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofers Supply 0380|SRS Distribution|UT|1|2|39|83968|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofers Supply 0381|SRS Distribution|UT|1|2|30|52490|261965852|'SRS Distribution Inc.'|srs distribution|false
Roofers Supply 0382|SRS Distribution|UT|1|2|22|42260|261965852|'SRS Distribution Inc.'|srs distribution|false
B&L Wholesale Supply 0501|SRS Distribution|NY|1|2|115|212255|261965852|'SRS Distribution Inc.'|srs distribution|false
B&L Wholesale Supply 0502|SRS Distribution|NY|1|2|75|143435|261965852|'SRS Distribution Inc.'|srs distribution|false
Advanced Building Products 0560|SRS Distribution|LA|1|2|31|58055|261965852|'SRS Distribution Inc.'|srs distribution|false
Advanced Building Products 0563|SRS Distribution|LA|1|2|25|39827|261965852|'SRS Distribution Inc.'|srs distribution|false
Wichita Falls TX OC|Owens Corning|TX|1|2|100|187743||'Owens Corning'|owens corning|false
Nations Roof Houston LLC|Nations Roof LLC|TX||1|13|14513||'Nations Roof', 'Nations Roof LLC'|nations roof|true
RSI Building Products 0574|SRS Distribution|LA|1|2|33|17612|261965852|'SRS Distribution Inc.'|srs distribution|false
ARTISAN ROOFING SYSTEMS LLC|ARTISAN ROOFING SYSTEMS LLC|AZ|1|2|46|22902|274060336|'Artisan Roofing Solutions'|artisan roofing|false
Willoughby Supply 0610|SRS Distribution|OH|1|2|23|45226|471592287|'SRS Distribution Inc.'|srs distribution|false
MODERN ROOFING, INC.|MODERN ROOFING, INC.|CA|1|2|21|1921|161648929|'Modern Roofing Inc.', 'Modern Roofing LLC'|modern roofing|true
Willoughby Supply 0615|SRS Distribution|OH|1|2|26|52781|471592287|'SRS Distribution Inc.'|srs distribution|false
Willoughby Supply 0616|SRS Distribution|OH|1|2|22|43526|471592287|'SRS Distribution Inc.'|srs distribution|false
HIGHLAND COMMERCIAL ROOFING INC. Oakland|HIGHLAND COMMERCIAL ROOFING, INC.|CA|1|1|23|46863|262593390|'Highland Commercial Roofing'|highland commercial roofing|false
Highland Commercial Roofing Arizona|Highland Commercial Roofing, LLC|AZ|1|1|12|23503|260502952|'Highland Commercial Roofing'|highland commercial roofing|false
Willoughby Supply 0620|SRS Distribution|MI|1|2|20|44690|471592287|'SRS Distribution Inc.'|srs distribution|false
C.C. Supply|SRS Distribution|OH|1|2|31|9434|471592287|'SRS Distribution Inc.'|srs distribution|false
Gulfstream Roofing, Inc.|Gulfstream Roofing, Inc.|FL|1|2|26|43680|591824838|'Gulfstream Roofing Inc.'|gulfstream roofing|false
Crown C Supply 0640|SRS Distribution|MO|1|2|33|68235|471592287|'SRS Distribution Inc.'|srs distribution|false
American Roofing Supply 0740|SRS Distribution|CO|1|2|58|128263|261965852|'SRS Distribution Inc.'|srs distribution|false
PHRG ATL|Power Home Remodeling|GA|1|2|120|134389|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
Commercial Distribution Specialists 0805|SRS Distribution|LA|1|2|20|43393|471592287|'SRS Distribution Inc.'|srs distribution|false
PHRG AUS|Power Home Remodeling|TX|1|2|100|90865|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG CHI|Power Home Remodeling|IL|1|2|120|139492|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
FIS Outdoors|SRS Distribution|FL|1|2|38|77820|461116383|'SRS Distribution Inc.'|srs distribution|false
Sprinkler Warehouse 2201|SRS Distribution|TX|1|2|26|17700|461116383|'SRS Distribution Inc.'|srs distribution|false
PHRG CLT|Power Home Remodeling|NC|1|2|66|55887|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG DAL|Power Home Remodeling|TX|1|2|136|145004|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG DEN|Power Home Remodeling|CO|1|2|134|137846|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
Irrigation Station|SRS Distribution|TX|1|2|22|28126|461116383|'SRS Distribution Inc.'|srs distribution|false
Automatic Supply|SRS Distribution|IN|1|2|21|43048|461116383|'SRS Distribution Inc.'|srs distribution|false
PHRG HOU|Power Home Remodeling|TX|1|2|147|134210|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG NJ|Power Home Remodeling|NJ|1|2|139|149381|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG NSH|Power Home Remodeling|TN|1|2|61|58168|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
PHRG TPA|Power Home Remodeling|FL|1|2|94|88284|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
BEST Contracting Services Inc|BEST Contracting Services Inc|CA|1|3|611|1199687|953781209|'BEST Contracting Services Inc.'|best contracting|false
PHRG CT Sales & Marketing|Power Home Remodeling Group|CT|1|2|117|108720|233030708|'Power Home Remodeling Group LLC'|power home remodeling|false
Consolidated Industries|Consolidated Industries|CT|1|2|74|157384|061547622|'Consolidated Enterprises Inc.'|consolidated|false
BlueLinx Corporation Davenport|Cedar Creek LLC|IL|1|2|20|42575|272442670|'Cedar Creek Services Inc.'|cedar creek|false
BlueLinx Corporation Little Rock|Cedar Creek LLC|AR|1|2|43|95791|272442670|'Cedar Creek Services Inc.'|cedar creek|false
BlueLinx Corporation Monroe|Cedar Creek LLC|LA|1|2|30|66638|272442670|'Cedar Creek Services Inc.'|cedar creek|false
BlueLinx Corporation Oklahoma City|Cedar Creek LLC|OK|1|2|65|130308|272442670|'Cedar Creek Services Inc.'|cedar creek|false
BlueLinx Corporation Omaha|Cedar Creek LLC|NE|1|2|25|56864|272442670|'Cedar Creek Services Inc.'|cedar creek|false
Crabapple Roofing Contractors LLC|Crabapple Roofing Contractors LLC|GA|1|2|31|54394|272382332|'Crabapple Roofing Contractors LLC'|crabapple roofing|false
Premier Construction Services Inc.|Premier Construction Services Inc.|GA|1|2|33|51401|582337560|'Premier Enterprises'|premier|false
Whitco Roofing Inc.|Whitco Roofing Inc.|GA|1|2|53|116807|271843217|'Whitco Roofing Inc.'|whitco roofing|false
gFour Marketing Group|gFour Marketing Group|FL|1|2|18|32378|320299157|'gFour Marketing'|gfour marketing|false
Unilock Wisconsin|Unilock LTD.|WI|1|1|14|24895|363480878|'Unilock'|unilock|false
Unilock Marengo|Unilock LTD.|IL|1|2|16|39682|363480878|'Unilock'|unilock|false
Siplast Modified Bitumen Roll Roofing Facility|Siplast, Inc.|AR|1|2|64|112588|742025584|'Siplast'|siplast|false
Siplast Liquid Resin Facility|Siplast|AR|1|1|13|21074|742025584|'Siplast'|siplast|false
Owens Corning|Owens Corning|NJ|1|2|105|304981|320176634|'Owens Corning'|owens corning|false
Merit Contracting|Merit Contracting|MN|1|2|65|115501|411426936|'Merit Contracting Inc.'|merit contracting|false
Anderson Development Company - SCP|Anderson Development Company|MI|1|2|121|238631|381863213|'Anderson Associates'|anderson|false
Silktown Roofing, Inc./Manchester CT|Silktown Roofing, Inc.|CT|1|2|85|164581|061350674|'Silktown Roofing Inc.'|silktown roofing|false
Silktown Roofing, Inc.-North/Douglas, MA|Silktown Roofing, Inc.|MA|1|2|35|38988|061350674|'Silktown Roofing Inc.'|silktown roofing|false
Silktown Roofing, Inc./Derby CT|Silktown Roofing, Inc.|CT|1|2|65|106365|061350674|'Silktown Roofing Inc.'|silktown roofing|false
C.L. Linfoot Comapny|C.L. Linfoot Co.|ND|1|2|65|124207|410851042|'C.L. Linfoot Co.'|c.l. linfoot|false
Elmer W. Davis, Inc|Elmer W. Davis, Inc|NY|1|3|250|355175||'Elmer W. Davis Inc.'|elmer w. davis|false
Harbor Roofing and Contracting, Inc. 2020|Harbor Roofing and Contracting, Inc.|MD|1|2|91|130319|464705635|'Harbor Roofing and Contracting, Inc.'|harbor roofing and contracting|false
Hicks Roofing Inc|Hicks Roofing|OH|1|2|33|47346|340764898|'Hicks Roofing Co. Inc.'|hicks roofing|false
Peach State Roofing Lawrenceville|Peach State Roofing, Inc.|GA|1|2|63|121343|581920786|'Peach State Roofing Inc.'|peach state roofing|false
FRYE ROOFING, INC.|FRYE ROOFING, INC.|WV|1|2|21|37308|550385426|'Frye Roofing Inc.'|frye roofing|false
Dynamic National|Dynamic Holdings|FL|1|2|52|60372|832750109|'Dynamic National'|dynamic|false
L.E.Schwartz & Son Inc|L.E. Schwartz & Son|GA|1|2|70|117057|580670431|'L.E. Schwartz & Son Inc.'|l.e. schwartz & son|false
Schwartz Precision Manufacturing|L.E. Schwartz & Son Inc.|GA|1|2|26|48162|582086861|'L.E. Schwartz & Son Inc.'|l.e. schwartz & son|false
Karnak Corporation North|Karnak Corporation|NJ|1|2|55|104030|135207035|'KARNAK'|karnak|false
Karnak Midwest|Karnak Corporation|IL|1|2|22|39325|223671565|'KARNAK'|karnak|false
Karnak West|Karnak Corporation|AZ|1|1|7|13751|272302250|'KARNAK'|karnak|false
US Gypsum Auburn|USG|WA|1|2|49|89072|361898410|'USG Corporation'|usg|false
USG Interiors Cartersville|USG|GA|1|2|27|53814|453811432|'USG Corporation'|usg|false
USG Interiors Cloquet|USG|MN|1|3|317|635442|453811432|'USG Corporation'|usg|false
US Gyspum Delavan|USG|WI|1|2|39|58722|361898410|'USG Corporation'|usg|false
USG Interiors Greenville|USG|MS|1|2|203|403620|453811432|'USG Corporation'|usg|false
Ceilings Plus|USG|CA|1|2|209|405066|384049706|'USG Corporation'|usg|false
USG Interiors Red Wing|USG|MN|1|2|31|70668|453811432|'USG Corporation'|usg|false
USG Interiors Stockton|USG|CA|1|2|27|45254|453811432|'USG Corporation'|usg|false
USG Interiors Walworth|USG|WI|1|2|58|104649|453811432|'USG Corporation'|usg|false
USG Interiors Westlake|USG|OH|1|2|169|307620|453811432|'USG Corporation'|usg|false
US Gypsum Galena Park|USG|TX|1|2|176|380308|361898410|'USG Corporation'|usg|false
US Gypsum North Kansas City|USG|MO|1|1|49|103645|361898410|'USG Corporation'|usg|false
US Gypsum Oakfield|USG|NY|1|3|109|218397|361898410|'USG Corporation'|usg|false
Karnak South|Karnak Corporation|FL|1|1|10|19807|592504454|'KARNAK'|karnak|false
US Gypsum Otsego|USG|MI|1|3|125|268984|204479731|'USG Corporation'|usg|false
US Gypsum Baltimore|USG|MD|1|2|175|360180|361898410|'USG Corporation'|usg|false
US Gypsum Chamblee|USG|GA|1|2|27|46417|361898410|'USG Corporation'|usg|false
US Gypsum Dallas|USG|TX|1|2|44|113020|361898410|'USG Corporation'|usg|false
US Gypsum Detroit|USG|MI|1|2|88|177361|361898410|'USG Corporation'|usg|false
US Gyspum Fort Dodge|USG|IA|1|2|123|243350|361898410|'USG Corporation'|usg|false
US Gypsum Gypsum|USG|OH|1|2|248|501369|361898410|'USG Corporation'|usg|false
US Gypsum New Orleans|USG|LA|1|2|61|124018|361898410|'USG Corporation'|usg|false
US Gypsum Phoenix|USG|AZ|1|2|21|43557|361898410|'USG Corporation'|usg|false
US Gypsum Port Reading|USG|NJ|1|2|69|134754|361898410|'USG Corporation'|usg|false
US Gypsum Southard|USG|OK|1|2|220|406086|361898410|'USG Corporation'|usg|false
US Gypsum Torrance|USG|CA|1|2|41|78829|361898410|'USG Corporation'|usg|false
US Gypsum Weirton|USG|WV|1|2|23|44124|361898410|'USG Corporation'|usg|false
US Gypsum Aliquippa|USG|PA|1|2|120|254711|361898410|'USG Corporation'|usg|false
United States Gypsum Co, Bridgeport Plant|USG|AL|1|2|156|332827|361898410|'USG Corporation'|usg|false
US Gypsum East Chicago|USG|IN|1|2|131|262650|361898410|'USG Corporation'|usg|false
US Gypsum Rainier|USG|OR|1|2|109|216082|361898410|'USG Corporation'|usg|false
US Gypsum Washingtonville|USG|PA|1|2|118|225482|361898410|'USG Corporation'|usg|false
US Gypsum Jacksonville|USG|FL|1|2|168|357877|361898410|'USG Corporation'|usg|false
US Gypsum Norfolk|USG|VA|1|2|56|57965|361898410|'USG Corporation'|usg|false
US Gypsum Plaster City|USG|CA|1|2|242|517007|361898410|'USG Corporation'|usg|false
US Gypsum Shoals|USG|IN|1|2|217|431698|361898410|'USG Corporation'|usg|false
US Gypsum Sigurd|USG|UT|1|2|92|188635|361898410|'USG Corporation'|usg|false
US Gypsum Sperry|USG|IA|1|2|208|413610|361898410|'USG Corporation'|usg|false
US Gypsum Sweetwater|USG|TX|1|2|214|453548|361898410|'USG Corporation'|usg|false
USG Corporation|USG|IL|1|3|386|885591|363329400|'USG Corporation'|usg|false
USG Corporation Chicago Construction|USG|IL|1|2|21|49647|361898410|'USG Corporation'|usg|false
King of Texas Roofing|King of Texas Roofing|TX|1|2|79|138205|752969578|'King of Texas Roofing Company LP'|king of texas roofing|false
BARCO ENTERPRISES INC|BARCO ENTERPRISES INC|MD|1|2|30|91320||'Barco Consulting Inc.'|barco|false
EGG HARBOR TTWP|THOMAS COMPANY INC|NJ|1|2|177|313108|221801542|'Thomas Co. Inc.'|thomas|false
THOMAS CO BROOKLAWN|THOMAS COMPANY INC|NJ|1|2|9|17634|221801542|'Thomas Co. Inc.'|thomas|false
Kulp's Of Stratford|Kulp's Of Stratford|WI|1|2|38|67000|391915695|'Kulp's of Stratford LLC'|kulp's of stratford|false
FONTAINE WEATHERPROOFING INC|FONTAINE WEATHERPROOFING INC|CA|1|2|62|124338|204014128|'Fontaine Weatherproofing LLC'|fontaine weatherproofing|false
C.O. Beck & Sons|C.O. Beck & Sons|ME|1|2|21|37500|010246859|'C.O. Beck & Sons Inc.'|c.o. beck & sons|false
Owens Corning|Owens Corning|IN|1|2|110|185738|320176634|'Owens Corning'|owens corning|false
Thoroughbred Contractors LLC|Thoroughbred Contractors LLC|KY|1|2|37|69821|412088912|'Thoroughbred Contractors'|thoroughbred|false
North Central Insulation|North Central Insulation|OH|1|2|101|133049|464390209|'North Central Insulation'|north central insulation|false
ABR Construction Inc.|ABR Construction Inc.|KY|1|2|128|147127|610971502|'ABR Construction Inc.'|abr|false
Hillside 2|Dynamic Manufacturing|IL|1|3|231|386623|363989759|'Dynamic National'|dynamic|false
Hillside 1|Dynamic Manufacturing|IL|1|3|324|574862|363989759|'Dynamic National'|dynamic|false
HRGM Corporation|HRGM Corporation|DC|1|2|61|1053967|541144392|'HRGM Corp.'|hrgm|false
PYRAMID CONTRACTORS INC|PYRAMID ROOFING|NE|1|2|30|60000|470843712|'Pyramid Roofing Co. Inc.'|pyramid roofing|false
Memphis Trumbull Asphalt Plant|Owens Corning|TN|1|2|19|35975|320176634|'Owens Corning'|owens corning|false
Owens Corning Roofing Plant|Owens Corning|TN|1|2|104|220206|320176634|'Owens Corning'|owens corning|false
Supreme Roofing, LP|Supreme Roofing|TX|1|2|218|516144|823769023|'Supreme Roofing', 'Supreme Roofing Systems'|supreme roofing|true
Professional Group Management Inc.|Professional Group Management Inc|FL|1|2|41|80692|650840982|'Professional Construction Services Inc.'|professional|false
Damschroder Roofing, Inc.|Damschroder Roofing, Inc.|OH|1|2|36|49187|342037110|'Damschroder Roofing LLC'|damschroder roofing|false
Owens Corning|Owens Corning|MO|1|2|120|225552||'Owens Corning'|owens corning|false
Englert Inc|Englert Inc|NJ|1|2|203|399265||'Englert Inc.'|englert|false
McDonnell Roofing Inc|McDonnell Roofing Inc|CA|1|2|36|39837||'McDonnell Roofing Inc.'|mcdonnell roofing|false
Atlanta Roofing Plant|Owens Corning|GA|1|2|120|16032||'Owens Corning'|owens corning|false
Atlanta Asphalt Plant|Owens Corning|GA|1|1|20|3069||'Owens Corning'|owens corning|false
Black Hawk Roof Company|Black Hawk Roof Co.|IA|1|2|53|137200|421405570|'Black Hawk Roof Co. Inc.'|black hawk roof|false
Richard L. Sensenig Co.|Richard L. Sensenig Co.|PA|1|2|75|135932|231663036|'Richard L. Sensenig Co.'|richard l. sensenig|false
Atlas Roofing Corporation|Atlas Roofing Corporation|MS|1|2|221|547979|640661823|'Atlas Roofing Company', 'Atlas Roofing Corp.'|atlas roofing|true
JSR, Inc|JSR, Inc|TX|1|2|137|303034|760735639|'JSR Services LLC'|jsr|false
KPost Roofing and Waterproofing|KPost Company|TX|1|3|405|830771|270073666|'KPost Company'|kpost|false
NuWorx, LLC|NuWorx, LLC|LA|1|1|5|4878|262269249|'NuWorx, LLC'|nuworx|false
Camino del Sol Funeral Home and Crematory Center|Greenwood Inc|AZ|1|1|20|15145|370816080|'Greenwood Industries Inc.'|greenwood|false
Sunset Funeral Home|Greenwood Inc.|IL|1|2|21|33800|370816080|'Greenwood Industries Inc.'|greenwood|false
Trigard Memorials|Greenwood Inc.|IL|1|1|13|28470|370816080|'Greenwood Industries Inc.'|greenwood|false
Service First|Service First|CA|1|2|99|220707|330155871|'Service First Solutions'|service first|false
Sullivan Roofing, Inc.|Sullivan Roofing, Inc.|IL|1|2|84|184600||'Sullivan Roofing Inc.'|sullivan roofing|false
United Engines|United Holdings|OK|1|2|64|163934|841585010|'United Contractors'|united|false
Thermo King of Houston|United Holdings|TX|1|2|41|108252|562426273|'United Contractors'|united|false
Thermo King of San Antonio|United Holdings|TX|1|2|21|53493|562426273|'United Contractors'|united|false
UE Manufacturing LLC OKC|United Holdings|OK|1|2|86|163934|841585012|'United Contractors'|united|false
United Engines Little Rock|United Holdings|AR|1|2|25|62841|841585010|'United Contractors'|united|false
United Engines Shreveport|United Holdings|LA|1|2|20|49446|841585010|'United Contractors'|united|false
United Engines Tulsa|United Holdings|OK|1|2|22|55052|841585012|'United Contractors'|united|false
United Holdings|United Holdings|OK|1|2|41|96853|270002970|'United Contractors'|united|false
Thermo King Dallas Convoy Servicing|United Holdings|TX|1|2|56|132419|364953426|'United Contractors'|united|false
Bird Incorporated dba CertainTeed Corporation|CertainTeed Corporation|MA|1|2|135|241735|041090960|'CertainTeed LLC'|certainteed|false
IronShore Contracting|IronShore Contracting|MD|1|2|64|128987|383758816|'IronShore Contracting LLC'|ironshore contracting|false
Langer Roofing & Sheet Metal Inc.|Langer Roofing & Sheet Metal Inc.|WI|1|2|130|233605|390667560|'Langer Roofing & Sheet Metal Inc.'|langer roofing & sheet metal|false
Raincoat Roofing Systems Inc.|Raincoat Roofing Systems Inc|IL|1|2|41|82067|363148495|'Raincoat Roofing Systems Inc.'|raincoat roofing|false
Anderson Systems Inc|Anderson Systems Inc|CA|1|2|106|188062||'Anderson Associates'|anderson|false
NORTHEAST ROOF MAINTENANCE, INC.|NORTHEAST ROOF MAINTENANCE, INC.|NJ|1|2|33|52389|223328764|'Northeast Roof Maintenance'|northeast roof maintenance|false
Chowchilla|CertainTeed Corporation|CA|1|2|173|349970|232510893|'CertainTeed LLC'|certainteed|false
Greenwood Plastics|Greenwood Inc|IL|1|2|43|90000|370816080|'Greenwood Industries Inc.'|greenwood|false
The Roofing Company Inc|The Roofing Company Inc|CA|1|2|10|12971|383817059|'The Roofing Company Inc.'|the roofing|false
Banner Boswell Emergency Department Expansion|McCarthy Building Companies, Inc.|AZ|1|2|26|53504|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Circa Garage Mahal|McCarthy Building Companies, Inc.|NV|1|2|31|65181|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Circa Resort & Casino|McCarthy Building Companies, Inc.|NV|1|2|149|310937|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Meridian 3 Solar|McCarthy Building Companies, Inc.|MS|1|2|10|21622|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Premier LLC|Premier LLC|ID|1|2|45|93600|364717093|'Premier Enterprises'|premier|false
Mesa Greenfield Water Treatment Plant|McCarthy Building Companies, Inc.|AZ|3|2|61|125931|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Silicon Ranch Hazelhurst III Solar|McCarthy Building Companies, Inc.|GA|1|2|10|21496|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Tomahawk Creek WTP|McCarthy Building Companies, Inc.|KS|1|2|22|46452|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Phoenix Office|McCarthy Building Companies, Inc.|AZ|1|2|243|505212|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Mirabella|McCarthy Building Companies, Inc.|AZ|1|2|67|140363|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Las Vegas Stadium|McCarthy Building Companies, Inc.|NV|1|2|56|117324|430399290|'McCarthy Building Companies'|mccarthy building companies|false
Honor Health N I-17 Corridor|McCarthy Building Companies, Inc.|AZ|1|2|26|54342|430399290|'McCarthy Building Companies'|mccarthy building companies|false
CRMC Tower D|McCarthy Building Companies, Inc.|AZ|1|2|24|50955|430399290|'McCarthy Building Companies'|mccarthy building companies|false
PSHIA T4-S1|McCarthy Building Companies, Inc.|AZ|1|2|74|153784|430399290|'McCarthy Building Companies'|mccarthy building companies|false
ISTB-7|McCarthy Building Companies, Inc.|AZ|1|2|69|143754|430399290|'McCarthy Building Companies'|mccarthy building companies|false
ALLIED CONSTRUCTION MANAGEMENT|ALLIED CONSTRUCTION MANAGEMENT|NJ|1|2|60|122981|223558617|'Allied Construction Services'|allied|false
Mayo Clinic East Expansion|McCarthy Building Companies, Inc.|AZ|1|2|42|87526|430399290|'McCarthy Building Companies'|mccarthy building companies|false
